יישוב,pop2018,סוג מידע,value,date,StringencyIndex,last_updated
נווה דניאל,2452.0,מספר מחלימים,12.0,2020-05-30,,2020-05-31
נוף איילון,2304.0,מספר מחלימים,2.0,2020-05-30,,2020-05-31
נאעורה,2406.0,מספר מחלימים,2.0,2020-05-30,,2020-05-31
שמשית,2310.0,מספר מחלימים,2.0,2020-05-30,,2020-05-31
גבעת ברנר,2331.0,מספר מחלימים,1.0,2020-05-30,,2020-05-31
כוכב השחר,2469.0,מספר מחלימים,11.0,2020-05-30,,2020-05-31
אחוזת ברק,2361.0,מספר מחלימים,1.0,2020-05-30,,2020-05-31
מצפה יריחו,2426.0,מספר מחלימים,3.0,2020-05-30,,2020-05-31
צופים,2355.0,מספר מחלימים,1.0,2020-05-30,,2020-05-31
כפר האורנים,2212.0,מספר מחלימים,4.0,2020-05-30,,2020-05-31
ניצן,2321.0,מספר מחלימים,5.0,2020-05-30,,2020-05-31
תפרח,2172.0,מספר מחלימים,4.0,2020-05-30,,2020-05-31
בית יצחק-שער חפר,2084.0,מספר מחלימים,2.0,2020-05-30,,2020-05-31
פדואל,2120.0,מספר מחלימים,1.0,2020-05-30,,2020-05-31
זכרון יעקב,22277.0,מספר מחלימים,37.0,2020-05-30,,2020-05-31
כפר מנדא,20343.0,מספר מחלימים,0.0,2020-05-30,,2020-05-31
דאלית אל-כרמל,17216.0,מספר מחלימים,0.0,2020-05-30,,2020-05-31
ריינה,16709.0,מספר מחלימים,0.0,2020-05-30,,2020-05-31
מג'ד אל-כרום,15425.0,מספר מחלימים,20.0,2020-05-30,,2020-05-31
טורעאן,14592.0,מספר מחלימים,0.0,2020-05-30,,2020-05-31
אעבלין,13219.0,מספר מחלימים,0.0,2020-05-30,,2020-05-31
שגב-שלום,10868.0,מספר מחלימים,0.0,2020-05-30,,2020-05-31
אעצם (שבט),10473.0,מספר מחלימים,0.0,2020-05-30,,2020-05-31
אבו רוקייק (שבט),9979.0,מספר מחלימים,0.0,2020-05-30,,2020-05-31
משהד,8798.0,מספר מחלימים,0.0,2020-05-30,,2020-05-31
כסרא-סמיע,8705.0,מספר מחלימים,0.0,2020-05-30,,2020-05-31
זרזיר,8558.0,מספר מחלימים,0.0,2020-05-30,,2020-05-31
אבו קורינאת (שבט),6427.0,מספר מחלימים,0.0,2020-05-30,,2020-05-31
כעביה-טבאש-חג'אג'רה,5869.0,מספר מחלימים,0.0,2020-05-30,,2020-05-31
לא ידוע,5253.0,מספר מחלימים,0.0,2020-05-30,,2020-05-31
קדומים,4560.0,מספר מחלימים,0.0,2020-05-30,,2020-05-31
אבו ג'ווייעד (שבט),4475.0,מספר מחלימים,0.0,2020-05-30,,2020-05-31
מוקייבלה,4201.0,מספר מחלימים,0.0,2020-05-30,,2020-05-31
סאג'ור,4118.0,מספר מחלימים,0.0,2020-05-30,,2020-05-31
מסעדה,4078.0,מספר מחלימים,0.0,2020-05-30,,2020-05-31
אום בטין,4022.0,מספר מחלימים,0.0,2020-05-30,,2020-05-31
כאוכב אבו אל-היג'א,3872.0,מספר מחלימים,0.0,2020-05-30,,2020-05-31
אטרש (שבט),3619.0,מספר מחלימים,0.0,2020-05-30,,2020-05-31
סלמה,3490.0,מספר מחלימים,0.0,2020-05-30,,2020-05-31
כפר כמא,3366.0,מספר מחלימים,0.0,2020-05-30,,2020-05-31
עוזייר,3286.0,מספר מחלימים,0.0,2020-05-30,,2020-05-31
ג'ש (גוש חלב),3134.0,מספר מחלימים,0.0,2020-05-30,,2020-05-31
ראש פינה,3067.0,מספר מחלימים,0.0,2020-05-30,,2020-05-31
סולם,2950.0,מספר מחלימים,0.0,2020-05-30,,2020-05-31
שייח' דנון,2900.0,מספר מחלימים,0.0,2020-05-30,,2020-05-31
קודייראת א-צאנע(שבט),2741.0,מספר מחלימים,0.0,2020-05-30,,2020-05-31
אבטין,2819.0,מספר מחלימים,0.0,2020-05-30,,2020-05-31
גן נר,2640.0,מספר מחלימים,0.0,2020-05-30,,2020-05-31
צור משה,2616.0,מספר מחלימים,0.0,2020-05-30,,2020-05-31
ע'ג'ר,2686.0,מספר מחלימים,0.0,2020-05-30,,2020-05-31
ביר הדאג',2677.0,מספר מחלימים,0.0,2020-05-30,,2020-05-31
ברכה,2707.0,מספר מחלימים,0.0,2020-05-30,,2020-05-31
מבוא חורון,2540.0,מספר מחלימים,0.0,2020-05-30,,2020-05-31
הוואשלה (שבט),2378.0,מספר מחלימים,0.0,2020-05-30,,2020-05-31
עין קנייא,2369.0,מספר מחלימים,0.0,2020-05-30,,2020-05-31
סייד (שבט),2243.0,מספר מחלימים,0.0,2020-05-30,,2020-05-31
קצר א-סר,2444.0,מספר מחלימים,0.0,2020-05-30,,2020-05-31
עץ אפרים,2421.0,מספר מחלימים,0.0,2020-05-30,,2020-05-31
יקיר,2359.0,מספר מחלימים,0.0,2020-05-30,,2020-05-31
לפיד,2137.0,מספר מחלימים,0.0,2020-05-30,,2020-05-31
בית חשמונאי,2139.0,מספר מחלימים,0.0,2020-05-30,,2020-05-31
רומת הייב,2100.0,מספר מחלימים,0.0,2020-05-30,,2020-05-31
גבעת אלה,1998.0,מספר מחלימים,0.0,2020-05-30,,2020-05-31
חורה,17723.0,last3days,8.0,2020-05-30,,2020-05-31
בני ברק,200806.0,last3days,5.0,2020-05-30,,2020-05-31
יבנאל,4152.0,last3days,0.0,2020-05-30,,2020-05-31
דייר אל-אסד,12594.0,last3days,0.0,2020-05-30,,2020-05-31
מצפה רמון,5009.0,last3days,0.0,2020-05-30,,2020-05-31
עלי,4104.0,last3days,0.0,2020-05-30,,2020-05-31
חריש,14394.0,last3days,0.0,2020-05-30,,2020-05-31
אור יהודה,34763.0,last3days,4.0,2020-05-30,,2020-05-31
טבריה,44940.0,last3days,0.0,2020-05-30,,2020-05-31
מרכז שפירא,2083.0,last3days,0.0,2020-05-30,,2020-05-31
ירושלים,931272.0,last3days,98.0,2020-05-30,,2020-05-31
בית שמש,126846.0,last3days,4.0,2020-05-30,,2020-05-31
כוכב יעקב,8937.0,last3days,0.0,2020-05-30,,2020-05-31
אפרת,11403.0,last3days,0.0,2020-05-30,,2020-05-31
בת ים,129868.0,last3days,9.0,2020-05-30,,2020-05-31
ביתר עילית,61648.0,last3days,3.0,2020-05-30,,2020-05-31
ג'סר א-זרקא,14967.0,last3days,0.0,2020-05-30,,2020-05-31
אלעד,47548.0,last3days,0.0,2020-05-30,,2020-05-31
אבן יהודה,13310.0,last3days,1.0,2020-05-30,,2020-05-31
פקיעין (בוקייעה),5905.0,last3days,0.0,2020-05-30,,2020-05-31
רכסים,12392.0,last3days,0.0,2020-05-30,,2020-05-31
מודיעין עילית,76971.0,last3days,2.0,2020-05-30,,2020-05-31
"כפר חב""ד",6874.0,last3days,0.0,2020-05-30,,2020-05-31
קצרין,7500.0,last3days,0.0,2020-05-30,,2020-05-31
פרדס חנה-כרכור,41541.0,last3days,0.0,2020-05-30,,2020-05-31
גבעת זאב,19016.0,last3days,0.0,2020-05-30,,2020-05-31
רעננה,75191.0,last3days,0.0,2020-05-30,,2020-05-31
רמלה,75729.0,last3days,0.0,2020-05-30,,2020-05-31
גני תקווה,19935.0,last3days,1.0,2020-05-30,,2020-05-31
תל אביב - יפו,456409.0,last3days,10.0,2020-05-30,,2020-05-31
עמנואל,4201.0,last3days,0.0,2020-05-30,,2020-05-31
בענה,8433.0,last3days,0.0,2020-05-30,,2020-05-31
ראש העין,59420.0,last3days,0.0,2020-05-30,,2020-05-31
רמת גן,147072.0,last3days,0.0,2020-05-30,,2020-05-31
מגדל העמק,26026.0,last3days,0.0,2020-05-30,,2020-05-31
אשקלון,141817.0,last3days,0.0,2020-05-30,,2020-05-31
באר שבע,197168.0,last3days,0.0,2020-05-30,,2020-05-31
גבעת שמואל,25077.0,last3days,0.0,2020-05-30,,2020-05-31
גבעתיים,55274.0,last3days,2.0,2020-05-30,,2020-05-31
נוף הגליל,44195.0,last3days,0.0,2020-05-30,,2020-05-31
כפר יונה,22915.0,last3days,0.0,2020-05-30,,2020-05-31
נס ציונה,45831.0,last3days,2.0,2020-05-30,,2020-05-31
אזור,11965.0,last3days,0.0,2020-05-30,,2020-05-31
ערערה-בנגב,18105.0,last3days,0.0,2020-05-30,,2020-05-31
קרית מלאכי,24404.0,last3days,0.0,2020-05-30,,2020-05-31
ג'ת,12206.0,last3days,1.0,2020-05-30,,2020-05-31
קרית יערים,6269.0,last3days,0.0,2020-05-30,,2020-05-31
קרית גת,57490.0,last3days,0.0,2020-05-30,,2020-05-31
עפולה,53455.0,last3days,0.0,2020-05-30,,2020-05-31
מודיעין-מכבים-רעות,87581.0,last3days,0.0,2020-05-30,,2020-05-31
ראשון לציון,242800.0,last3days,2.0,2020-05-30,,2020-05-31
שדרות,27054.0,last3days,1.0,2020-05-30,,2020-05-31
פתח תקווה,245533.0,last3days,5.0,2020-05-30,,2020-05-31
חולון,186840.0,last3days,6.0,2020-05-30,,2020-05-31
לוד,76289.0,last3days,1.0,2020-05-30,,2020-05-31
קדימה-צורן,21047.0,last3days,0.0,2020-05-30,,2020-05-31
הרצליה,92766.0,last3days,0.0,2020-05-30,,2020-05-31
יהוד,29016.0,last3days,0.0,2020-05-30,,2020-05-31
רחובות,139246.0,last3days,0.0,2020-05-30,,2020-05-31
גן יבנה,22517.0,last3days,0.0,2020-05-30,,2020-05-31
כפר כנא,22786.0,last3days,0.0,2020-05-30,,2020-05-31
נתיבות,38479.0,last3days,0.0,2020-05-30,,2020-05-31
נתניה,216897.0,last3days,3.0,2020-05-30,,2020-05-31
קרית ים,39287.0,last3days,0.0,2020-05-30,,2020-05-31
אשדוד,225707.0,last3days,2.0,2020-05-30,,2020-05-31
באר יעקב,25852.0,last3days,1.0,2020-05-30,,2020-05-31
כפר סבא,97982.0,last3days,0.0,2020-05-30,,2020-05-31
אום אל-פחם,56190.0,last3days,0.0,2020-05-30,,2020-05-31
קרית אונו,37488.0,last3days,0.0,2020-05-30,,2020-05-31
מעלה אדומים,37495.0,last3days,0.0,2020-05-30,,2020-05-31
שוהם,20034.0,last3days,0.0,2020-05-30,,2020-05-31
עכו,51209.0,last3days,0.0,2020-05-30,,2020-05-31
דבוריה,10546.0,last3days,0.0,2020-05-30,,2020-05-31
אופקים,31835.0,last3days,0.0,2020-05-30,,2020-05-31
רמת השרון,45339.0,last3days,0.0,2020-05-30,,2020-05-31
חיפה,273425.0,last3days,0.0,2020-05-30,,2020-05-31
הוד השרון,59938.0,last3days,0.0,2020-05-30,,2020-05-31
צפת,35967.0,last3days,0.0,2020-05-30,,2020-05-31
גדרה,24904.0,last3days,0.0,2020-05-30,,2020-05-31
רהט,66917.0,last3days,0.0,2020-05-30,,2020-05-31
ערד,26965.0,last3days,0.0,2020-05-30,,2020-05-31
קרית מוצקין,43958.0,last3days,0.0,2020-05-30,,2020-05-31
באקה אל-גרביה,29564.0,last3days,0.0,2020-05-30,,2020-05-31
חדרה,95464.0,last3days,1.0,2020-05-30,,2020-05-31
דימונה,35722.0,last3days,0.0,2020-05-30,,2020-05-31
קרית אתא,57679.0,last3days,0.0,2020-05-30,,2020-05-31
קרית ביאליק,39355.0,last3days,0.0,2020-05-30,,2020-05-31
קרית שמונה,22089.0,last3days,0.0,2020-05-30,,2020-05-31
טירת כרמל,23087.0,last3days,0.0,2020-05-30,,2020-05-31
מבשרת ציון,23147.0,last3days,1.0,2020-05-30,,2020-05-31
יקנעם עילית,23156.0,last3days,1.0,2020-05-30,,2020-05-31
יבנה,46413.0,last3days,0.0,2020-05-30,,2020-05-31
כפר קאסם,24074.0,last3days,0.0,2020-05-30,,2020-05-31
אילת,56564.0,last3days,0.0,2020-05-30,,2020-05-31
סח'נין,32736.0,last3days,0.0,2020-05-30,,2020-05-31
טמרה,34332.0,last3days,0.0,2020-05-30,,2020-05-31
נצרת,78529.0,last3days,0.0,2020-05-30,,2020-05-31
טייבה,43958.0,last3days,0.0,2020-05-30,,2020-05-31
כרמיאל,46503.0,last3days,1.0,2020-05-30,,2020-05-31
נהריה,59794.0,last3days,0.0,2020-05-30,,2020-05-31
שפרעם,41270.0,last3days,0.0,2020-05-30,,2020-05-31
טירה,26560.0,last3days,0.0,2020-05-30,,2020-05-31
עראבה,26306.0,last3days,0.0,2020-05-30,,2020-05-31
קלנסווה,23087.0,last3days,0.0,2020-05-30,,2020-05-31
מגאר,22732.0,last3days,0.0,2020-05-30,,2020-05-31
מעלות-תרשיחא,22597.0,last3days,0.0,2020-05-30,,2020-05-31
נשר,22177.0,last3days,0.0,2020-05-30,,2020-05-31
ג'דיידה-מכר,20765.0,last3days,0.0,2020-05-30,,2020-05-31
תל שבע,20411.0,last3days,0.0,2020-05-30,,2020-05-31
ערערה,19996.0,last3days,0.0,2020-05-30,,2020-05-31
בית שאן,19310.0,last3days,0.0,2020-05-30,,2020-05-31
יפיע,19283.0,last3days,0.0,2020-05-30,,2020-05-31
אור עקיבא,19560.0,last3days,0.0,2020-05-30,,2020-05-31
כפר קרע,19150.0,last3days,0.0,2020-05-30,,2020-05-31
אריאל,18298.0,last3days,0.0,2020-05-30,,2020-05-31
כסיפה,17703.0,last3days,3.0,2020-05-30,,2020-05-31
מסעודין אל-עזאזמה,17208.0,last3days,0.0,2020-05-30,,2020-05-31
קרית טבעון,15887.0,last3days,0.0,2020-05-30,,2020-05-31
ירכא,15589.0,last3days,0.0,2020-05-30,,2020-05-31
מזכרת בתיה,15049.0,last3days,0.0,2020-05-30,,2020-05-31
מעלה עירון,15089.0,last3days,0.0,2020-05-30,,2020-05-31
לקיה,15347.0,last3days,0.0,2020-05-30,,2020-05-31
אכסאל,14909.0,last3days,0.0,2020-05-30,,2020-05-31
בנימינה-גבעת עדה,14466.0,last3days,0.0,2020-05-30,,2020-05-31
עין מאהל,13589.0,last3days,0.0,2020-05-30,,2020-05-31
נחף,13415.0,last3days,0.0,2020-05-30,,2020-05-31
אבו סנאן,13317.0,last3days,0.0,2020-05-30,,2020-05-31
פוריידיס,13294.0,last3days,0.0,2020-05-30,,2020-05-31
תל מונד,12820.0,last3days,0.0,2020-05-30,,2020-05-31
עספיא,12276.0,last3days,0.0,2020-05-30,,2020-05-31
כאבול,12320.0,last3days,0.0,2020-05-30,,2020-05-31
בית ג'ן,11913.0,last3days,0.0,2020-05-30,,2020-05-31
מג'דל שמס,11220.0,last3days,0.0,2020-05-30,,2020-05-31
קרית עקרון,10630.0,last3days,0.0,2020-05-30,,2020-05-31
כפר יאסיף,10667.0,last3days,0.0,2020-05-30,,2020-05-31
דייר חנא,10652.0,last3days,0.0,2020-05-30,,2020-05-31
"בסמ""ה",10726.0,last3days,0.0,2020-05-30,,2020-05-31
ירוחם,10454.0,last3days,0.0,2020-05-30,,2020-05-31
ג'לג'וליה,10188.0,last3days,0.0,2020-05-30,,2020-05-31
בועיינה-נוג'ידאת,10137.0,last3days,0.0,2020-05-30,,2020-05-31
ביר אל-מכסור,10068.0,last3days,0.0,2020-05-30,,2020-05-31
חצור הגלילית,9805.0,last3days,0.0,2020-05-30,,2020-05-31
כוכב יאיר,9121.0,last3days,0.0,2020-05-30,,2020-05-31
מיתר,10013.0,last3days,0.0,2020-05-30,,2020-05-31
אורנית,8972.0,last3days,0.0,2020-05-30,,2020-05-31
אבו רובייעה (שבט),8581.0,last3days,0.0,2020-05-30,,2020-05-31
ראמה,8342.0,last3days,0.0,2020-05-30,,2020-05-31
עילוט,8412.0,last3days,0.0,2020-05-30,,2020-05-31
עומר,7935.0,last3days,0.0,2020-05-30,,2020-05-31
קרני שומרון,8364.0,last3days,0.0,2020-05-30,,2020-05-31
צור הדסה,9322.0,last3days,0.0,2020-05-30,,2020-05-31
בסמת טבעון,7914.0,last3days,0.0,2020-05-30,,2020-05-31
אבו גוש,7964.0,last3days,0.0,2020-05-30,,2020-05-31
אלפי מנשה,7836.0,last3days,0.0,2020-05-30,,2020-05-31
עתלית,8306.0,last3days,0.0,2020-05-30,,2020-05-31
קרית ארבע,7354.0,last3days,0.0,2020-05-30,,2020-05-31
רמת ישי,7288.0,last3days,0.0,2020-05-30,,2020-05-31
שעב,7318.0,last3days,0.0,2020-05-30,,2020-05-31
זמר,7076.0,last3days,0.0,2020-05-30,,2020-05-31
"בני עי""ש",6778.0,last3days,0.0,2020-05-30,,2020-05-31
טובא-זנגריה,6778.0,last3days,0.0,2020-05-30,,2020-05-31
בוקעאתא,6658.0,last3days,0.0,2020-05-30,,2020-05-31
בית דגן,6573.0,last3days,0.0,2020-05-30,,2020-05-31
יאנוח-ג'ת,6568.0,last3days,0.0,2020-05-30,,2020-05-31
שלומי,6656.0,last3days,0.0,2020-05-30,,2020-05-31
שבלי - אום אל-גנם,6418.0,last3days,0.0,2020-05-30,,2020-05-31
חורפיש,6378.0,last3days,0.0,2020-05-30,,2020-05-31
להבים,6235.0,last3days,0.0,2020-05-30,,2020-05-31
ג'ולס,6252.0,last3days,0.0,2020-05-30,,2020-05-31
פרדסיה,6143.0,last3days,0.0,2020-05-30,,2020-05-31
צור יצחק,6289.0,last3days,0.0,2020-05-30,,2020-05-31
בית אל,5700.0,last3days,0.0,2020-05-30,,2020-05-31
עיילבון,5713.0,last3days,0.0,2020-05-30,,2020-05-31
כפר ורדים,5516.0,last3days,0.0,2020-05-30,,2020-05-31
שערי תקווה,5613.0,last3days,0.0,2020-05-30,,2020-05-31
גבע בנימין,5424.0,last3days,0.0,2020-05-30,,2020-05-31
קיסריה,5449.0,last3days,0.0,2020-05-30,,2020-05-31
בת חפר,5097.0,last3days,0.0,2020-05-30,,2020-05-31
בית אריה,5115.0,last3days,0.0,2020-05-30,,2020-05-31
טלמון,4837.0,last3days,0.0,2020-05-30,,2020-05-31
כפר תבור,4388.0,last3days,0.0,2020-05-30,,2020-05-31
סביון,4335.0,last3days,0.0,2020-05-30,,2020-05-31
יד בנימין,4303.0,last3days,0.0,2020-05-30,,2020-05-31
שילה,4371.0,last3days,0.0,2020-05-30,,2020-05-31
כפר אדומים,4307.0,last3days,1.0,2020-05-30,,2020-05-31
הר אדר,4034.0,last3days,0.0,2020-05-30,,2020-05-31
תקוע,4143.0,last3days,1.0,2020-05-30,,2020-05-31
מזרעה,3939.0,last3days,0.0,2020-05-30,,2020-05-31
כפר ברא,3793.0,last3days,0.0,2020-05-30,,2020-05-31
אלקנה,3729.0,last3days,0.0,2020-05-30,,2020-05-31
אליכין,3440.0,last3days,0.0,2020-05-30,,2020-05-31
עין נקובא,3500.0,last3days,0.0,2020-05-30,,2020-05-31
פסוטה,3372.0,last3days,0.0,2020-05-30,,2020-05-31
אלון שבות,3222.0,last3days,0.0,2020-05-30,,2020-05-31
מתן,3212.0,last3days,0.0,2020-05-30,,2020-05-31
מעיליא,3186.0,last3days,0.0,2020-05-30,,2020-05-31
גני מודיעין,3266.0,last3days,0.0,2020-05-30,,2020-05-31
אל סייד,3304.0,last3days,0.0,2020-05-30,,2020-05-31
עפרה,3060.0,last3days,0.0,2020-05-30,,2020-05-31
חשמונאים,3006.0,last3days,0.0,2020-05-30,,2020-05-31
עלי זהב,3689.0,last3days,0.0,2020-05-30,,2020-05-31
כפר מצר,2769.0,last3days,0.0,2020-05-30,,2020-05-31
רבבה,2741.0,last3days,0.0,2020-05-30,,2020-05-31
נופית,2567.0,last3days,0.0,2020-05-30,,2020-05-31
אלעזר,2466.0,last3days,0.0,2020-05-30,,2020-05-31
נווה דניאל,2452.0,last3days,0.0,2020-05-30,,2020-05-31
נוף איילון,2304.0,last3days,0.0,2020-05-30,,2020-05-31
נאעורה,2406.0,last3days,0.0,2020-05-30,,2020-05-31
שמשית,2310.0,last3days,0.0,2020-05-30,,2020-05-31
גבעת ברנר,2331.0,last3days,0.0,2020-05-30,,2020-05-31
כוכב השחר,2469.0,last3days,0.0,2020-05-30,,2020-05-31
אחוזת ברק,2361.0,last3days,0.0,2020-05-30,,2020-05-31
מצפה יריחו,2426.0,last3days,0.0,2020-05-30,,2020-05-31
צופים,2355.0,last3days,0.0,2020-05-30,,2020-05-31
כפר האורנים,2212.0,last3days,0.0,2020-05-30,,2020-05-31
ניצן,2321.0,last3days,0.0,2020-05-30,,2020-05-31
תפרח,2172.0,last3days,0.0,2020-05-30,,2020-05-31
בית יצחק-שער חפר,2084.0,last3days,0.0,2020-05-30,,2020-05-31
פדואל,2120.0,last3days,0.0,2020-05-30,,2020-05-31
זכרון יעקב,22277.0,last3days,0.0,2020-05-30,,2020-05-31
כפר מנדא,20343.0,last3days,0.0,2020-05-30,,2020-05-31
דאלית אל-כרמל,17216.0,last3days,0.0,2020-05-30,,2020-05-31
ריינה,16709.0,last3days,0.0,2020-05-30,,2020-05-31
מג'ד אל-כרום,15425.0,last3days,0.0,2020-05-30,,2020-05-31
טורעאן,14592.0,last3days,0.0,2020-05-30,,2020-05-31
אעבלין,13219.0,last3days,0.0,2020-05-30,,2020-05-31
שגב-שלום,10868.0,last3days,0.0,2020-05-30,,2020-05-31
אעצם (שבט),10473.0,last3days,0.0,2020-05-30,,2020-05-31
אבו רוקייק (שבט),9979.0,last3days,0.0,2020-05-30,,2020-05-31
משהד,8798.0,last3days,0.0,2020-05-30,,2020-05-31
